group,chem,dose,replicate,gene
PAH,DBPDE,(0.000156,s3,RCAN2
Aromatic Amine,2-Naphthylamine,(200,s5,RCAN2
Drug Therapy,Ellipticine,(0.125,s1,RCAN2
Aldehydes,Formaldehyde,(85.5,s1,RCAN2
Nitro-PAH,6-Nitrochrysene,(0.78,s2,RCAN2
Radiation,SSR,(1.25,s4,RCAN2
Alkylating Agent,DMH,(11.6,s1,RCAN2
Aromatic Amine,2-Naphthylamine,(200,s5,CYP39A1
PAH,BPDE,(0.125,s2,CYP39A1
Drug Therapy,Melphalan,(1.5,s1,CYP39A1
Nitro-PAH,"1,8-DNP",(8,s2,CYP39A1
Nitro-PAH,6-Nitrochrysene,(50,s2,CYP39A1
Other,AAII,(37.5,s5,CYP39A1
PAH,BaP,(0.39,s2,CYP39A1
Alkylating Agent,MNNG,(0.75,s3,CYP39A1
Alkylating Agent,ENU,(400,s1,SLC25A27
Heterocyclic Amine,PhIP,(3,s4,TDRD6
PAH,DBA,(75,s3,TDRD6
Nitro-PAH,3-NBA,(0.1,s2,PLA2G7
Metal,Cobalt,(II),s1,PLA2G7
PAH,DBADE,(0.0313,s3,PLA2G7
PAH,BPDE,(0.125,s2,ANKRD66
Drug Therapy,Temozolomide,(200,s3,ANKRD66
Nitro-PAH,6-Nitrochrysene,(12.5,s3,ANKRD66
PAH,DBADE,(0.109,s6,ANKRD66
Nitro-PAH,6-Nitrochrysene,(50,s2,MEP1A
Nitro-PAH,6-Nitrochrysene,(50,s1,MEP1A
Aromatic Amine,o-Toluidine,(14,s3,MEP1A
PAH,DBPDE,(0.000156,s1,GPR116
PAH,DBADE,(0.0313,s2,GPR116
Alkylating Agent,DMS,(0.078,s3,GPR116
Drug Therapy,Melphalan,(1.5,s1,GPR116
PAH,BPDE,(0.125,s1,GPR116
Heterocyclic Amine,PhIP,(4,s5,GPR116
Aromatic Amine,4-ABP,(300,s2,GPR116
Metal,Potassium,chromate,s2,GPR116
Control,MeOH,Control,s2,GPR116
PAH,DBA,(75,s3,GPR116
PAH,DBADE,(0.0313,s1,GPR110
Drug Therapy,Cyclophosphamide,(18.75,s2,GPR110
Metal,Nickel,(II),s4,GPR110
Alkylating Agent,ENU,(400,s4,GPR110
Control,Media,Control,s3,GPR110
Aromatic Amine,MOCA,(5,s2,CDYL
Other,AFB1,(0.25,s1,CDYL
Control,Media,Control,s1,CDYL
Alkylating Agent,ENU,(400,s4,TNFRSF21
PAH,DBPDE,(0.000156,s2,TNFRSF21
PAH,DBADE,(0.0313,s3,TNFRSF21
Alkylating Agent,DMH,(11.6,s3,TNFRSF21
Alkylating Agent,MMS,(100,s3,CDYL
Nitro-PAH,6-Nitrochrysene,(50,s1,CDYL
Nitro-PAH,6-Nitrochrysene,(50,s2,CD2AP
Heterocyclic Amine,MeAaC,(70,s2,CD2AP
Alkylating Agent,DMH,(11.6,s3,CD2AP
Drug Therapy,Cisplatin,(3.125,s5,CD2AP
Other,AAI,(1.25,s3,CD2AP
Nitro-PAH,6-Nitrochrysene,(50,s2,CDYL
PAH,DBA,(75,s1,GPR115
PAH,BaP,(0.39,s1,GPR115
Aromatic Amine,2-Naphthylamine,(200,s1,GPR115
PAH,BaP,(2,s2,CDYL
PAH,DBADE,(0.109,s1,RP11-550C4.6
Other,Propylene,oxide,s2,OPN5
Nitro-PAH,3-NBA,(0.1,s4,OPN5
Alkylating Agent,DMH,(11.6,s1,OPN5
Nitro-PAH,6-Nitrochrysene,(50,s1,OPN5
Nitro-PAH,6-Nitrochrysene,(0.78,s2,OPN5
Nitro-PAH,6-Nitrochrysene,(50,s1,PTCHD4
Heterocyclic Amine,PhIP,(3,s2,PTCHD4
Nitro-PAH,6-Nitrochrysene,(50,s1,PTCHD4
Nitro-PAH,6-Nitrochrysene,(0.78,s2,PTCHD4
Radiation,SSR,(1.25,s5,PTCHD4
Nitro-PAH,6-Nitrochrysene,(0.78,s2,PTCHD4
Nitro-PAH,6-Nitrochrysene,(0.78,s2,PTCHD4
Nitro-PAH,6-Nitrochrysene,(0.78,s1,PTCHD4
Aromatic Amine,o-Anisidine,(6,s2,PTCHD4
Control,Media,Control,s2,PTCHD4
PAH,DBPDE,(0.000625,s1,PTCHD4
Drug Therapy,Ellipticine,(0.375,s4,PTCHD4
PAH,DBC,(3.5,s2,PTCHD4
Nitro-PAH,"1,8-DNP",(0.125,s2,PTCHD4
Alkylating Agent,DMH,(11.6,s3,PTCHD4
PAH,5-Methylchrysene,(1.6,s3,PTCHD4
Nitro-PAH,6-Nitrochrysene,(0.78,s1,PTCHD4
Control,DMSO,Control,s2,PTCHD4
Aromatic Amine,"2,6-Dimethylaniline",(11,s2,CDYL
Control,DMSO,Control,s1,CDYL
Other,Catechol,(5.5,s2,CDYL
Alkylating Agent,ENU,(400,s1,CDYL
Other,Sudan,I,s2,CDYL
PAH,DBADE,(0.0313,s3,CDYL
PAH,DBAC,(5,s1,CDYL
PAH,DBPDE,(0.000156,s1,CDYL
Radiation,Gamma,irradiation,s2,CDYL
Alkylating Agent,DMH,(11.6,s1,MUT
Nitro-PAH,6-Nitrochrysene,(50,s2,MUT
PAH,BaP,(0.39,s3,GLYATL3
PAH,BPDE,(0.125,s3,CDYL
Other,Furan,(100,s3,CRISP2
Control,DMSO,Control,s1,CRISP2
Drug Therapy,Ellipticine,(0.625,s2,CRISP2
Other,AAI,(1.25,s2,CRISP3
Drug Therapy,Semustine,(150,s3,PGK2
Drug Therapy,Cyclophosphamide,(18.75,s1,CRISP1
Nitro-PAH,"1,6-DNP",(0.09,s2,CRISP1
Other,Methyleugenol,(1.9,s1,CRISP1
Nitro-PAH,6-Nitrochrysene,(50,s1,RPP40
PAH,BaP,(2,s1,RPP40
Drug Therapy,Cisplatin,(12.5,s2,DEFB110
Nitro-PAH,6-Nitrochrysene,(12.5,s3,DEFB112
Aldehydes,Acetaldehyde,(12,s1,RP11-397G17.1
Drug Therapy,Temozolomide,(200,s3,RPP40
PAH,BaP,(0.39,s1,RP11-397G17.1
Control,H2O,Control,s1,RP11-397G17.1
Nitro-PAH,6-Nitrochrysene,(50,s1,EXOC2
Drug Therapy,Temozolomide,(200,s2,RP11-428J1.4
Aromatic Amine,Benzidine,(900,s2,RP11-428J1.4
Control,DMSO,Control,s2,RP11-428J1.4
PAH,DBPDE,(0.000156,s3,RP1-28O17.1
Other,Acrylamide,(9.5,s2,RP1-28O17.1
Nitro-PAH,2-Nitrotoluene,(4.6,s1,RP1-28O17.1
Nitro-PAH,6-Nitrochrysene,(50,s1,RP1-28O17.1
Drug Therapy,Cyclophosphamide,(60,s1,RP1-28O17.1
Nitro-PAH,"1,8-DNP",(0.125,s3,TFAP2D
Heterocyclic Amine,PhIP,(3,s2,TFAP2D
Nitro-PAH,6-Nitrochrysene,(50,s2,TFAP2D
Radiation,SSR,(1.25,s6,TFAP2D
Aromatic Amine,o-Toluidine,(14,s3,PPP1R3G
Metal,Nickel,(II),s2,TFAP2B
Other,Glycidamide,(475,s2,TFAP2B
PAH,DBADE,(0.109,s1,TFAP2B
PAH,5-Methylchrysene,(1.6,s3,TFAP2B
PAH,DBADE,(0.0313,s1,LYRM4
PAH,DBADE,(0.109,s1,LYRM4
Nitrosamine,N-Nitrosopyrrolidine,(50,s2,LYRM4
PAH,BaP,(0.39,s1,LYRM4
Alkylating Agent,DMH,(11.6,s3,PKHD1
Control,Media,Control,s3,PKHD1
Nitro-PAH,3-NBA,(0.1,s2,PKHD1
Alkylating Agent,ENU,(400,s3,PKHD1
ROS/NOS,Peroxynitrite,(30,s1,PKHD1
Drug Therapy,Melphalan,(1.5,s2,PKHD1
Nitro-PAH,"1,6-DNP",(0.09,s2,PKHD1
PAH,DBADE,(0.109,s6,PKHD1
Nitro-PAH,6-Nitrochrysene,(0.78,s1,PKHD1
PAH,5-Methylchrysene,(1.6,s2,PKHD1
Heterocyclic Amine,PhIP,(3,s2,PKHD1
PAH,DBADE,(0.109,s1,PKHD1
Drug Therapy,Cisplatin,(12.5,s2,PKHD1
Other,Styrene,oxide,s4,PKHD1
Other,Propylene,oxide,s3,PKHD1
Drug Therapy,Mitomycin,C,s2,PKHD1
Nitro-PAH,"1,8-DNP",(8,s1,PKHD1
Drug Therapy,Ellipticine,(0.25,s2,PKHD1
PAH,DBPDE,(0.000625,s3,PKHD1
Nitro-PAH,3-NBA,(0.1,s2,PKHD1
PAH,BPDE,(0.125,s1,PKHD1
Nitro-PAH,6-Nitrochrysene,(50,s1,PKHD1
Drug Therapy,Ellipticine,(0.25,s2,PKHD1
PAH,DBA,(75,s1,PKHD1
PAH,BPDE,(0.125,s1,PKHD1
Alkylating Agent,ENU,(400,s3,PKHD1
Metal,Cobalt,(II),s1,PKHD1
Nitro-PAH,6-Nitrochrysene,(50,s1,PKHD1
Other,AFB1,(0.25,s1,PKHD1
Drug Therapy,Cyclophosphamide,(18.75,s1,PKHD1
Other,AAI,(1.25,s2,PKHD1
Nitro-PAH,"1,8-DNP",(8,s2,PKHD1
PAH,DBADE,(0.109,s5,PKHD1
PAH,BPDE,(0.125,s2,LYRM4
ROS/NOS,Peroxynitrite,(30,s1,PKHD1
Alkylating Agent,MNU,(350,s2,PKHD1
Nitro-PAH,6-Nitrochrysene,(0.78,s5,PKHD1
ROS/NOS,Potassium,bromate,s5,PKHD1
PAH,DBPDE,(0.000625,s3,PKHD1
Drug Therapy,Cisplatin,(12.5,s3,PKHD1
Aromatic Amine,4-ABP,(40,s1,PKHD1
Nitro-PAH,2-Nitrofluorene,(40,s2,PKHD1
Other,Propylene,oxide,s1,PKHD1
Heterocyclic Amine,PhIP,(4,s4,PKHD1
Heterocyclic Amine,PhIP,(3,s4,PKHD1
Drug Therapy,Semustine,(150,s1,PKHD1
PAH,DBADE,(0.0313,s2,PKHD1
Drug Therapy,Cisplatin,(12.5,s1,LYRM4
Other,OTA,(0.08,s1,PKHD1
PAH,BPDE,(0.125,s3,PKHD1
Nitro-PAH,6-Nitrochrysene,(50,s1,PKHD1
Nitro-PAH,6-Nitrochrysene,(50,s2,PKHD1
Nitro-PAH,6-Nitrochrysene,(12.5,s2,MIR133BHG
PAH,5-Methylchrysene,(1.6,s1,MIR133BHG
Drug Therapy,Temozolomide,(200,s3,LYRM4
Nitro-PAH,6-Nitrochrysene,(50,s1,IL17F
PAH,DBPDE,(0.000625,s3,IL17F
Nitro-PAH,3-NBA,(0.1,s4,IL17F
Drug Therapy,Mechlorethamine,(0.3,s3,IL17F
PAH,DBADE,(0.109,s6,MCM3
Control,DMSO,Control,s2,PAQR8
Nitro-PAH,6-Nitrochrysene,(0.78,s2,EFHC1
Aromatic Amine,Benzidine,(200,s1,EFHC1
Alkylating Agent,ENU,(400,s1,EFHC1
Nitro-PAH,1-Nitropyrene,(1.75,s2,EFHC1
Nitro-PAH,"1,8-DNP",(8,s2,TRAM2
ROS/NOS,Potassium,bromate,s3,TRAM2
Nitro-PAH,"1,8-DNP",(8,s3,TRAM2
Nitro-PAH,6-Nitrochrysene,(50,s2,TRAM2
Drug Therapy,Cisplatin,(12.5,s3,TRAM2
PAH,BPDE,(0.125,s1,TRAM2
Alkylating Agent,ENU,(400,s4,LYRM4
Other,AAI,(1.25,s2,TMEM14A
PAH,BPDE,(0.125,s1,TMEM14A
Nitro-PAH,"1,8-DNP",(0.125,s1,TMEM14A
Nitro-PAH,6-Nitrochrysene,(50,s2,TMEM14A
PAH,BPDE,(0.125,s3,GSTA2
Drug Therapy,Melphalan,(1.5,s3,GSTA2
Radiation,SSR,(1.25,s4,GSTA2
Metal,Potassium,chromate,s2,GSTA2
Aromatic Amine,o-Anisidine,(0.85,s5,GSTA1
Nitro-PAH,6-Nitrochrysene,(50,s2,GSTA1
Nitro-PAH,3-NBA,(0.1,s4,GSTA5
PAH,DBADE,(0.109,s1,FARS2
PAH,BaP,(2,s1,GSTA5
Other,Styrene,oxide,s4,GSTA5
Other,MX,(7,s2,GSTA5
Nitro-PAH,6-Nitrochrysene,(0.78,s2,GSTA5
Drug Therapy,Cyclophosphamide,(18.75,s2,GSTA3
Drug Therapy,Ellipticine,(0.375,s2,GSTA3
Nitro-PAH,"1,8-DNP",(8,s1,GSTA3
PAH,DBADE,(0.109,s5,GSTA3
Alkylating Agent,ENU,(400,s4,ICK
PAH,DBPDE,(0.000625,s1,ICK
PAH,DBADE,(0.109,s1,ICK
PAH,DBP,(0.0313,s3,ICK
Heterocyclic Amine,PhIP,(3,s4,ICK
Heterocyclic Amine,MeAaC,(70,s2,GCM1
Alkylating Agent,DMH,(11.6,s3,ELOVL5
PAH,DBP,(0.0313,s1,ELOVL5
Drug Therapy,Ellipticine,(0.375,s4,ELOVL5
Radiation,SSR,(1.25,s6,ELOVL5
Other,MX,(7,s2,FARS2
PAH,DBADE,(0.109,s5,GCLC
Other,AAI,(1.25,s3,RP1-27K12.2
Nitro-PAH,6-Nitrochrysene,(50,s1,RP1-27K12.2
PAH,DBADE,(0.0313,s3,FARS2
DNA Damage Response Inhibitors,AZ20,(0.9375,s2,RP1-27K12.2
Nitro-PAH,"1,8-DNP",(0.125,s2,FARS2
Other,"1,4-Benzoquinone",(5,s3,RP1-27K12.2
Nitro-PAH,6-Nitrochrysene,(50,s1,RP1-27K12.2
Nitro-PAH,6-Nitrochrysene,(50,s1,RP11-79N23.1
Control,Media,Control,s2,LRRC1
Alkylating Agent,ENU,(400,s1,LRRC1
Aromatic Amine,4-ABP,(40,s1,LRRC1
Alkylating Agent,DMH,(11.6,s1,LRRC1
Metal,Lead,(II),s2,LRRC1
PAH,DBADE,(0.109,s5,LRRC1
Nitro-PAH,6-Nitrochrysene,(50,s1,LRRC1
Other,Propylene,oxide,s3,LRRC1
Drug Therapy,Temozolomide,(200,s1,LRRC1
PAH,DBADE,(0.109,s5,LRRC1
Alkylating Agent,DMH,(11.6,s3,LRRC1
Control,DMSO,Control,s1,LRRC1
Other,AAI,(1.25,s3,RP11-411K7.1
Metal,Cobalt,(II),s1,RP11-411K7.1
Alkylating Agent,ENU,(400,s1,RP11-411K7.1
Radiation,SSR,(1.25,s4,RP11-411K7.1
Drug Therapy,Cisplatin,(12.5,s3,FARS2
Alkylating Agent,MMS,(100,s1,MLIP
Drug Therapy,Semustine,(700,s3,MLIP
Control,MeOH,Control,s1,MLIP
Alkylating Agent,ENU,(400,s1,MLIP
PAH,DBADE,(0.0313,s2,MLIP
Drug Therapy,Ellipticine,(0.375,s4,MLIP
PAH,DBADE,(0.109,s5,MLIP
Other,AAI,(1.25,s3,MLIP
Heterocyclic Amine,MeIQX,(300,s3,MLIP
ROS/NOS,Peroxynitrite,(30,s1,MLIP
PAH,DBA,(75,s2,MLIP
PAH,DBADE,(0.0313,s1,MLIP
Control,NaCl,Control,s2,MLIP
Nitro-PAH,6-Nitrochrysene,(50,s2,MLIP
PAH,BPDE,(0.125,s3,MLIP
Other,MX,(7,s2,MLIP
ROS/NOS,H2O2,(24.5,s1,MLIP
PAH,DBADE,(0.109,s5,MLIP
PAH,DBADE,(0.109,s5,TINAG
PAH,DBADE,(0.109,s6,TINAG
PAH,BPDE,(0.125,s3,TINAG
Nitro-PAH,"1,8-DNP",(0.125,s2,TINAG
Nitro-PAH,"1,8-DNP",(8,s3,TINAG
Drug Therapy,Temozolomide,(200,s1,FAM83B
PAH,DBA,(75,s1,FAM83B
Aromatic Amine,o-Toluidine,(14,s3,FAM83B
Nitro-PAH,1-Nitropyrene,(2.5,s1,FAM83B
Drug Therapy,Melphalan,(1.5,s3,FAM83B
Aromatic Amine,MOCA,(5,s1,FAM83B
Drug Therapy,Temozolomide,(200,s1,FAM83B
Alkylating Agent,DMH,(11.6,s1,FAM83B
Other,MX,(2.5,s1,FAM83B
Heterocyclic Amine,PhIP,(3,s4,FAM83B
PAH,DBADE,(0.109,s1,FARS2
PAH,BaP,(0.39,s2,HCRTR2
Alkylating Agent,DMH,(11.6,s1,HCRTR2
Nitro-PAH,6-Nitrochrysene,(0.78,s5,HCRTR2
Drug Therapy,Temozolomide,(200,s2,HCRTR2
ROS/NOS,Potassium,bromate,s1,HCRTR2
Aromatic Amine,2-Naphthylamine,(200,s5,HCRTR2
Other,Catechol,(5.5,s2,HCRTR2
Alkylating Agent,MMS,(100,s1,HCRTR2
Nitro-PAH,"1,8-DNP",(8,s1,GFRAL
PAH,5-Methylchrysene,(1.6,s1,GFRAL
Radiation,SSR,(1.25,s4,GFRAL
Aromatic Amine,"2,6-Dimethylaniline",(3.8,s1,GFRAL
Nitro-PAH,6-Nitrochrysene,(50,s1,GFRAL
Aromatic Amine,2-Naphthylamine,(200,s1,GFRAL
Alkylating Agent,DMH,(9,s1,GFRAL
Nitro-PAH,6-Nitrochrysene,(0.78,s2,GFRAL
Nitro-PAH,"1,6-DNP",(0.09,s1,GFRAL
Metal,Potassium,chromate,s2,GFRAL
Aromatic Amine,Benzidine,(900,s3,HMGCLL1
Alkylating Agent,MNU,(350,s1,HMGCLL1
PAH,DBADE,(0.109,s5,HMGCLL1
Nitro-PAH,"1,8-DNP",(0.125,s1,HMGCLL1
Nitro-PAH,"1,8-DNP",(8,s1,HMGCLL1
Other,MX,(7,s1,HMGCLL1
PAH,DBC,(1.5,s2,HMGCLL1
Aldehydes,Acetaldehyde,(0.9,s2,HMGCLL1
PAH,BaP,(0.39,s3,HMGCLL1
Heterocyclic Amine,MeIQX,(300,s4,HMGCLL1
PAH,DBADE,(0.0313,s3,HMGCLL1
PAH,DBADE,(0.0313,s3,HMGCLL1
Alkylating Agent,DES,(0.938,s2,FARS2
PAH,DBPDE,(0.000625,s3,FARS2
PAH,DBADE,(0.0313,s3,FARS2
PAH,BaP,(0.39,s3,FARS2
Nitro-PAH,6-Nitrochrysene,(50,s2,BMP5
ROS/NOS,Potassium,bromate,s5,BMP5
Radiation,SSR,(1.25,s6,BMP5
Nitro-PAH,6-Nitrochrysene,(50,s2,BMP5
Control,H2O,Control,s1,BMP5
Aromatic Amine,2-Naphthylamine,(200,s5,BMP5
PAH,DBPDE,(0.000625,s1,BMP5
ROS/NOS,Potassium,bromate,s3,BMP5
Alkylating Agent,ENU,(400,s3,BMP5
Nitro-PAH,6-Nitrochrysene,(50,s1,BMP5
DNA Damage Response Inhibitors,AZD7762,(1.625,s2,BMP5
PAH,BaP,(2,s2,BMP5
Drug Therapy,Mechlorethamine,(0.3,s3,BMP5
Drug Therapy,Mitomycin,C,s1,COL21A1
Nitro-PAH,6-Nitrochrysene,(0.78,s5,COL21A1
Alkylating Agent,DMH,(11.6,s2,COL21A1
Drug Therapy,Melphalan,(1.5,s2,COL21A1
PAH,DBADE,(0.109,s1,COL21A1
Metal,Sodium,(meta),s5,COL21A1
PAH,DBADE,(0.0313,s2,COL21A1
PAH,DBAC,(5,s3,COL21A1
PAH,DBP,(0.0313,s2,COL21A1
Heterocyclic Amine,MeIQX,(300,s1,COL21A1
Drug Therapy,Temozolomide,(200,s1,COL21A1
Alkylating Agent,ENU,(400,s4,COL21A1
Other,MX,(7,s2,FARS2
PAH,DBPDE,(0.000625,s1,FARS2
Drug Therapy,Temozolomide,(200,s1,COL21A1
Nitro-PAH,3-NBA,(0.1,s2,FARS2
Nitro-PAH,2-Nitrofluorene,(40,s3,COL21A1
PAH,BPDE,(0.125,s2,FARS2
Drug Therapy,Cisplatin,(3.125,s5,COL21A1
PAH,DBADE,(0.109,s6,COL21A1
Nitro-PAH,"1,8-DNP",(0.125,s3,DST
Nitro-PAH,3-NBA,(0.025,s3,DST
Drug Therapy,Olaparib,(0.625,s2,FARS2
PAH,DBADE,(0.0313,s3,DST
Control,DMSO,Control,s1,DST
PAH,DBADE,(0.109,s5,DST
Alkylating Agent,DMH,(11.6,s3,DST
Nitro-PAH,6-Nitrochrysene,(50,s2,DST
Alkylating Agent,ENU,(400,s1,DST
PAH,BPDE,(0.125,s1,FARS2
Other,AAI,(1.25,s3,FARS2
PAH,BPDE,(0.125,s1,FARS2
Aromatic Amine,Benzidine,(900,s2,DST
Drug Therapy,Temozolomide,(200,s2,DST
Control,DMSO,Control,s2,DST
Alkylating Agent,ENU,(400,s1,DST
Other,Propylene,oxide,s1,FARS2
PAH,5-Methylchrysene,(1.6,s2,FARS2
Nitro-PAH,"1,8-DNP",(8,s1,DST
Metal,Nickel,(II),s1,BEND6
PAH,DBP,(0.0039,s3,BEND6
Aldehydes,Formaldehyde,(85.5,s2,BEND6
Nitro-PAH,3-NBA,(0.1,s3,BEND6
Nitro-PAH,6-Nitrochrysene,(12.5,s3,FARS2
Nitro-PAH,6-Nitrochrysene,(50,s1,BEND6
PAH,BPDE,(0.125,s2,BEND6
Alkylating Agent,DMH,(11.6,s2,BEND6
Drug Therapy,Temozolomide,(200,s3,BEND6
Nitro-PAH,6-Nitrochrysene,(0.78,s5,BEND6
Alkylating Agent,DMS,(0.078,s2,BEND6
PAH,BPDE,(0.125,s1,KIAA1586
PAH,BPDE,(0.125,s3,FARS2
PAH,DBC,(1.5,s2,RAB23
Nitro-PAH,6-Nitrochrysene,(50,s2,FARS2
Drug Therapy,Camptothecin,(0.0063,s2,PRIM2
PAH,BPDE,(0.125,s1,PRIM2
Radiation,SSR,(1.25,s6,PRIM2
PAH,DBA,(75,s1,PRIM2
Other,AAI,(1.25,s2,PRIM2
Nitro-PAH,6-Nitrochrysene,(50,s2,PRIM2
Drug Therapy,Etoposide,(0.0188,s2,PRIM2
Other,MX,(7,s2,PRIM2
PAH,BaP,(0.39,s3,PRIM2
Aromatic Amine,"2,6-Dimethylaniline",(3.8,s2,PRIM2
Nitro-PAH,3-NBA,(0.1,s3,PRIM2
Other,AAII,(37.5,s4,PRIM2
Other,Propylene,oxide,s1,PRIM2
Drug Therapy,Ellipticine,(0.375,s1,FARS2
Nitro-PAH,"1,8-DNP",(8,s2,PRIM2
Nitro-PAH,6-Nitrochrysene,(0.78,s2,FARS2
Control,Media,Control,s1,PRIM2
Control,Media,Control,s4,XXbac-BPGBPG55C20.2
Drug Therapy,Ellipticine,(0.375,s3,XXbac-BPG55C20.7
Nitrosamine,N-Nitrosopyrrolidine,(50,s1,XXbac-BPG55C20.7
Drug Therapy,Melphalan,(1.5,s1,XXbac-BPG55C20.7
Control,Media,Control,s1,XXbac-BPG55C20.7
Aromatic Amine,Benzidine,(900,s2,RP11-143A22.1
Drug Therapy,Etoposide,(0.0188,s2,RP11-143A22.1
Nitro-PAH,1-Nitropyrene,(2.5,s1,RP3-380B8.4
PAH,DBADE,(0.109,s6,RP11-143A22.1
Nitro-PAH,"1,8-DNP",(8,s3,RP11-143A22.1
Alkylating Agent,DMH,(11.6,s1,RP11-143A22.1
Alkylating Agent,DMH,(11.6,s3,RP11-143A22.1
Alkylating Agent,DMH,(9,s3,RP11-143A22.1
Alkylating Agent,MMS,(100,s1,RP3-380B8.4
Alkylating Agent,DES,(0.938,s3,EXOC2
Other,MX,(7,s1,RP3-380B8.4
Nitro-PAH,6-Nitrochrysene,(50,s2,NRN1
Drug Therapy,Ellipticine,(0.25,s1,EXOC2
PAH,DBC,(1.5,s3,F13A1
Radiation,SSR,(1.25,s5,EXOC2
PAH,BaP,(2,s2,F13A1
Radiation,Gamma,irradiation,s2,F13A1
Nitro-PAH,2-Nitrofluorene,(40,s2,EXOC2
Other,Methyleugenol,(1.9,s3,F13A1
Nitro-PAH,3-NBA,(0.1,s4,F13A1
Metal,Potassium,chromate,s2,F13A1
Alkylating Agent,ENU,(400,s4,EXOC2
Aldehydes,Acetaldehyde,(12,s3,F13A1
Metal,Cobalt,(II),s5,KHDRBS2
PAH,DBAC,(5,s2,KHDRBS2
Metal,Potassium,chromate,s2,KHDRBS2
Drug Therapy,Semustine,(150,s2,KHDRBS2
PAH,BPDE,(0.125,s1,KHDRBS2
PAH,DBADE,(0.109,s6,KHDRBS2
ROS/NOS,Potassium,bromate,s3,KHDRBS2
Metal,Potassium,chromate,s2,KHDRBS2
Control,DMSO,Control,s1,KHDRBS2
PAH,DBADE,(0.109,s6,KHDRBS2
Aromatic Amine,Benzidine,(900,s1,KHDRBS2
Radiation,Gamma,irradiation,s1,KHDRBS2
PAH,DBADE,(0.109,s6,KHDRBS2
Aromatic Amine,2-Naphthylamine,(200,s5,KHDRBS2
Heterocyclic Amine,PhIP,(3,s2,KHDRBS2
Alkylating Agent,DMS,(0.078,s2,KHDRBS2
Metal,Cobalt,(II),s1,KHDRBS2
Alkylating Agent,DES,(0.938,s1,KHDRBS2
Nitro-PAH,"1,8-DNP",(8,s1,KHDRBS2
Drug Therapy,Cisplatin,(12.5,s3,F13A1
Drug Therapy,Cisplatin,(12.5,s3,F13A1
DNA Damage Response Inhibitors,AZD7762,(1.625,s1,KHDRBS2
Nitro-PAH,3-NBA,(0.1,s2,KHDRBS2
Alkylating Agent,DES,(0.938,s1,KHDRBS2
Drug Therapy,Carboplatin,(5,s1,KHDRBS2
Alkylating Agent,DMH,(11.6,s1,KHDRBS2
Metal,Potassium,chromate,s6,KHDRBS2
Other,Methyleugenol,(1.9,s2,KHDRBS2
DNA Damage Response Inhibitors,AZ20,(0.9375,s2,KHDRBS2
Aldehydes,Formaldehyde,(120,s1,KHDRBS2
Nitro-PAH,6-Nitrochrysene,(50,s1,KHDRBS2
PAH,DBADE,(0.109,s1,KHDRBS2
Aldehydes,Formaldehyde,(120,s2,KHDRBS2
Heterocyclic Amine,PhIP,(4,s5,KHDRBS2
Other,Methyleugenol,(1.25,s3,KHDRBS2
Other,MX,(7,s2,KHDRBS2
Other,"1,4-Benzoquinone",(5,s3,KHDRBS2
PAH,BaP,(2,s2,F13A1
Alkylating Agent,DMS,(0.078,s3,KHDRBS2
Drug Therapy,Cyclophosphamide,(18.75,s1,KHDRBS2
Other,Methyleugenol,(1.9,s2,F13A1
Nitro-PAH,"1,8-DNP",(8,s2,KHDRBS2
Drug Therapy,Ellipticine,(0.625,s2,KHDRBS2
Radiation,SSR,(1.25,s5,KHDRBS2
Heterocyclic Amine,PhIP,(3,s2,EXOC2
Drug Therapy,Temozolomide,(200,s1,KHDRBS2
PAH,BaP,(2,s2,F13A1
Control,Media,Control,s1,KHDRBS2
Aromatic Amine,4-ABP,(300,s2,F13A1
Other,Furan,(100,s2,F13A1
Nitro-PAH,3-NBA,(0.1,s3,F13A1
Drug Therapy,Ellipticine,(0.25,s2,F13A1
PAH,DBADE,(0.109,s5,LGSN
Alkylating Agent,MMS,(100,s3,LGSN
Other,Methyleugenol,(1.9,s3,LGSN
Alkylating Agent,DMH,(11.6,s1,LGSN
Radiation,SSR,(1.25,s4,PTP4A1
PAH,DBADE,(0.109,s5,PTP4A1
Drug Therapy,Temozolomide,(200,s3,PHF3
Nitro-PAH,6-Nitrochrysene,(50,s1,PHF3
Drug Therapy,Cisplatin,(12.5,s1,EYS
Alkylating Agent,ENU,(400,s1,EYS
PAH,DBADE,(0.109,s5,EYS
Radiation,SSR,(1.25,s6,EYS
Alkylating Agent,MNU,(350,s3,EYS
Control,DMSO,Control,s1,EYS
DNA Damage Response Inhibitors,AZD7762,(1.625,s2,EYS
PAH,DBADE,(0.0313,s2,EYS
Drug Therapy,Temozolomide,(200,s2,EYS
Other,AAI,(1.25,s3,EYS
Nitro-PAH,6-Nitrochrysene,(0.78,s2,EYS
Alkylating Agent,DMS,(0.078,s1,EYS
Drug Therapy,Ellipticine,(0.375,s1,EYS
Drug Therapy,Mechlorethamine,(0.3,s2,EYS
Alkylating Agent,ENU,(400,s1,EYS
Heterocyclic Amine,MeIQX,(300,s3,EYS
Nitro-PAH,3-NBA,(0.1,s2,EYS
Nitro-PAH,6-Nitrochrysene,(12.5,s1,EYS
PAH,BaP,(2,s3,EYS
PAH,BPDE,(0.125,s2,EYS
Other,AAI,(1.25,s1,EYS
Nitro-PAH,6-Nitrochrysene,(50,s2,EYS
